7211,323363,9.9808753166387838,268.2418559681285615,271.5211936146295102
7211,323364,10.0510238488351611,330.8894571355871221,334.3303961416823995
7211,323365,10.1962443487522449,361.3783316104970140,355.4670344967200890
7211,323367,10.1725763145018782,351.6836929321289062,348.7569744318236644
7211,323368,10.1602156148284521,344.3105597245065610,331.5982642142654413
7211,323369,10.0634921833363915,340.3876284644717316,334.0831514838678800
7211,323370,10.0648251784777152,332.3566573293585407,333.3872964257915896
7211,323371,10.0728693942221863,324.9782039097377151,327.7021964315477476
7211,323373,10.0615223010009505,321.8838057084516890,322.6339602790773142
7211,323374,10.0197905520352801,314.0498316023084726,312.6395956627600867
7211,323375,9.9185477073375683,274.3110345567975514,270.6222175330333926
7211,323376,9.8769348219593436,302.3632835181984433,298.8754454875501096
7211,323377,9.9610231513995551,307.9248657226562500,301.7155556326450210
7211,323378,9.9720665220874452,304.9747174580892306,304.8714891177283448
7212,323388,17.6985888356519645,3705.5989462642346552,3776.3679683278087396
7212,323391,17.7741310982016429,3869.6325328637522034,3867.2114795899742603
7212,323393,17.1498569820798252,3574.7808349609376819,3528.6173476579460839
7212,323394,17.1296185889945889,3567.1815534319198377,3543.5273642561919587
7212,323395,16.9255554046999670,3526.3891001216702534,3508.8588405471359692
7212,323396,16.7536857015827074,3457.1242231889204959,3417.1964986983298331
7212,323397,16.6904417845543733,3435.8285156249999091,3446.7500870913299877
7212,323398,16.5427747736805983,3387.7957031249998181,3368.0059522269007175
7212,323399,16.0019634813085503,3173.7321579576205295,3143.7715734376915862
7213,323413,28.8313822979193297,9756.1239149305547471,9751.4895580236243404
7213,323414,25.7329293960932119,8117.4015024222580905,8006.8277596033076406
7213,323415,27.9673318901602208,9350.2374822443180165,9265.8941601127953618
7213,323416,27.1454790671002293,8969.6791472739369055,8888.6679923624906223
7213,323417,26.5249671784153307,8670.2206632653069391,8678.4126474506483646
7213,323418,26.0056656463409901,8443.5885512408094655,8456.0221054190260475
7213,323419,25.4244318140283561,8160.4680779569889637,8157.8202100533244447
7213,323420,24.9757129197894869,7942.3077970805925361,7926.8519707589093741
7213,323421,24.7195431244510324,7814.0240635016025408,7822.9242727127011676
7213,323422,24.4798033403143016,7691.2630780194258477,7636.7165897757749917
7213,323423,23.4457629435275763,7114.9361287434894621,7113.2205019511184219
7217,323470,42.8046469704313921,16455.0445172249019379,16468.0284469210673706
7217,323471,39.7307219484274583,14963.7697569262072648,14908.1662284481499228
7217,323472,36.6332435685298705,13483.7796325683593750,13445.9683858303378656
7217,323473,33.5968551597162630,11906.6736440445292828,11888.5961302699415683
7217,323474,29.6457481421326570,9890.2161549771772115,9891.9916277376305516
7217,323475,26.5144498267035473,8382.3624222918260784,8393.7756172611843795
7218,323487,40.5754233967750579,15391.7718365309337969,15388.8081112072068208
7218,323488,32.1582051630020516,11176.2577423812817869,11168.7735671995196753
7218,323491,28.8233676619790877,9481.0691964285706490,9227.1774537513501855
7218,323492,28.4952060653185910,9343.5480587121219287,9127.0268812018530298
7218,323493,27.3946015841321433,8751.8052910698788764,8761.7050052565700753
7218,323495,25.3589141803741249,7829.7316656650637015,7783.8697636343740669
7220,323513,9.0945793896416465,36.8397016941176503,36.4779248765160702
7221,323523,33.4146172132458403,12467.0213378906246362,11878.9521042937958555
7221,323524,39.0639235467141361,14652.9445160020713956,14635.0297755702777067
7221,323525,29.3836987346828842,9767.1227381216704089,9756.3099882764090580
7221,323526,22.2742687865598690,6246.3776743929647637,6213.1002707447059947
7234,323693,41.9660046548497547,16183.1712502872251207,16265.6227510584903939
7234,323696,40.5542146447008776,15590.7827363855703879,15559.7394915234763175
7234,323697,37.4269976779668454,14013.8415636660447490,13859.1315812517404993
7234,323698,35.6629910837337931,13466.2493896484375000,12774.6039372680970700
7234,323699,35.5325737882256334,13084.8834832702013955,13049.7660442284286546
7234,323700,31.9341218915797498,11297.2032054795454314,11285.7360419175802235
7234,323701,29.1813020550435134,9949.1465418198531552,10010.2021358264883020
7234,323702,25.4720907138815456,8063.3566085478014429,8048.8918331069289707
7236,323725,41.8217991848419501,16464.2238855952709855,16411.5729098218253057
7236,323726,39.0624720590498029,15018.0596028645832121,14996.4631345042562316
7236,323727,32.2020646737474436,11402.4297206457376888,11387.2525539427115291
7239,323755,38.0121148009148371,14357.4274406186996202,14332.4622274379453302
7240,323775,42.2461559193833125,16404.0006148726861284,16416.6019896469006198
7240,323778,35.6819278979337540,13102.2113944141456159,13100.2439251106043230
7242,323790,37.0760791579181301,13898.4005528957113711,13906.1339455317374814
7242,323794,30.9827606961305122,10681.0074534696686896,10637.9196751069430320
7245,323841,39.6889186372535292,15117.7446152281809191,15125.8163556865110877
7245,323857,33.4403851323778483,11978.3088866514935944,11974.9380691988226317
7252,323940,35.1293767161589514,12804.8836811938308529,12781.1667938032296661
7252,323954,27.4942734455514248,8839.6492238230512157,8764.0427176344583131
7253,323976,41.4485328757970066,16092.9451861465186084,15987.3138741788825428
7253,323978,43.7219134203892992,17160.0903716216198518,17189.9539388680896081
7253,323980,41.0712190848224026,15793.9769587862319895,15729.3985252769689396
7253,323983,37.3882539157875868,13976.3754233374384057,13948.6764498678330710
7253,323997,32.8429116564810712,11684.7090098675962508,11668.9983218683155428
7256,324021,39.3382942151401167,14953.9667868332253420,14964.6238332835309848
7256,324022,30.0637151073859812,10258.7093081662442273,10240.2899382216983213
7259,324077,39.5659003580695128,15158.3588379202901706,15131.5383154814244335
7259,324078,30.3369539338164351,10374.7024467932278640,10365.5502137358998880
7264,324201,33.0660916196774224,12029.0637619587832887,12028.5094414976974804
7264,324202,23.6156113310062743,7267.4092168191536985,7250.6068346400033988
7264,324205,21.9174459499360808,6412.3101827808886810,6409.6698873543346053
7264,324206,20.8555868158148385,5843.8925695586622169,5831.4417993005090466
7264,324207,20.2286864159084097,5515.8128821331520157,5409.1282322812421626
7264,324209,19.1774229526214697,5054.6412826929336006,5033.5681513327581342
